gene_symbol,n_samples,n_events,n_samples_tumor,n_samples_normal,n_as_gene1,n_as_gene2,n_high_confidence,n_medium_confidence,n_low_confidence,n_inframe,n_outofframe,n_frame_unknown,n_intergenic_flank,sites_observed,types_observed,max_split_reads_total,max_discordant_mates,median_coverage,samples,recurrence_tier,translatedmRNA.apvEff,translatedmRNA.apvRvmPAdj,totalmRNA.apvEff,totalmRNA.apvRvmPAdj,translation.apvEff,translation.apvRvmPAdj,buffering.apvEff,buffering.apvRvmPAdj,singleRegMode
FOXJ3,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,"deletion/read-through,translocation/5'-5'",0,0,1,"SRR6939931.arriba,SRR6939943.arriba",tumor_exclusive,-0.157786889,0.636256691,-0.058697439,0.831762308,-0.113314919,0.725547208,0.013096674,0.962974604,background
GCC2,2,2,2,0,2,0,0,0,2,0,0,2,0,"exon,intron",deletion/read-through,0,0,0.5,"SRR6939943.arriba,SRR6939951.arriba",tumor_exclusive,-0.021966321,0.9533174,0.229769447,0.483425225,-0.091891991,0.797592809,0.240999114,0.430864548,background
GIMAP8,2,2,2,0,2,0,0,0,2,0,0,2,0,intron,deletion/read-through,0,0,3,"SRR6939931.arriba,SRR6939951.arriba",tumor_exclusive,-1.621266771,0.023054307,-1.358260389,0.001670049,-0.180284193,0.890004699,-0.96723180499999994,0.01595882,abundance
GPRC5C,2,2,2,0,2,0,0,0,2,0,0,2,1,"5'UTR,intergenic",deletion/read-through,0,0,5,"SRR6939943.arriba,SRR6939956.arriba",tumor_exclusive,-0.443905419,0.376944059,-1.090228028,0.028382234,0.40845191,0.303038784,-0.711358407,0.039642522,background
HACD2,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,deletion/read-through,0,0,0.5,"SRR6939927.arriba,SRR6939964.arriba",tumor_exclusive,0.328258282,0.344419428,0.977657757,0.015611021,-0.190076677,0.579700935,0.682479785,0.037229729,background
HDAC6,2,2,2,0,2,0,0,0,2,0,0,2,0,"3'UTR,exon",deletion/read-through,0,0,1.5,"SRR6939939.arriba,SRR6939960.arriba",tumor_exclusive,-1.625099136,7.60645e-4,-1.219830407,0.001619713,-0.672923006,0.150762952,-0.189704963,0.626143649,translation
HERPUD1,2,2,2,0,0,2,0,0,2,0,0,2,1,"CDS,intergenic",deletion/read-through,0,0,16.5,"SRR6939931.arriba,SRR6939943.arriba",tumor_exclusive,-0.41270917,0.324364417,-0.458716788,0.182627628,0.081156663,0.771304234,-0.107636548,0.617962189,background
HINT3,2,2,2,0,2,0,0,0,2,0,0,2,0,intron,"deletion/read-through,translocation",1,0,4,"SRR6939947.arriba,SRR6939960.arriba",tumor_exclusive,0.115482313,0.734971476,0.544257913,0.108787135,-0.187092017,0.509003253,0.422374829,0.112167642,background
HPS6,2,2,2,0,0,2,0,0,2,0,0,2,2,intergenic,deletion/read-through,0,0,4.5,"SRR6939935.arriba,SRR6939943.arriba",tumor_exclusive,0.353936477,0.430781466,-0.17821329,0.658857274,0.296857428,0.528560822,-0.07221625,0.86812532,background
HSPA4L,2,2,2,0,0,2,0,0,2,0,0,2,0,"3'UTR,intron","deletion/read-through,deletion/read-through/3'-3'",1,0,3,"SRR6939935.arriba,SRR6939964.arriba",tumor_exclusive,-1.000701769,0.085043739,-0.05645363,0.917465238,-0.945513026,0.011785186,0.864908179,0.00704984,translation
IDNK,2,2,2,0,1,1,0,0,2,0,0,2,1,"intergenic,intron","deletion/read-through/5'-5',translocation",0,0,0,"SRR6939927.arriba,SRR6939931.arriba",tumor_exclusive,-0.748307635,0.346046317,-0.459710673,0.250628451,0.052313766,0.929461417,-0.12342932400000001,0.645275706,background
IFI27,2,2,2,0,1,1,0,0,2,0,0,2,0,"5'UTR,intron",deletion/read-through,0,0,2.5,"SRR6939927.arriba,SRR6939943.arriba",tumor_exclusive,-0.838154727,0.198741146,-0.960815265,0.096433312,0.088831163,0.816189567,-0.194906184,0.48159366,abundance
IFI44L,2,2,2,0,0,2,0,0,2,0,0,2,0,"5'UTR,intron","deletion/read-through,inversion/3'-3'",0,0,1,"SRR6939927.arriba,SRR6939935.arriba",tumor_exclusive,-1.71527444,0.032187361,-0.581295331,0.292925863,-1.206723753,0.065382737,0.408747545,0.397202954,translation
IL6ST,2,2,2,0,2,0,0,0,2,0,0,2,0,intron,deletion/read-through/3'-3',1,0,0,"SRR6939927.arriba,SRR6939964.arriba",tumor_exclusive,-0.497857417,0.163393929,0.235794891,0.560037808,-0.645154675,0.033920667,0.836790778,0.009738956,translation
IRAK4,2,2,2,0,1,1,0,0,2,0,0,2,0,"3'UTR,intron","deletion/read-through,deletion/read-through/3'-3'",1,0,1,"SRR6939931.arriba,SRR6939943.arriba",tumor_exclusive,0.059252453,0.921420636,-0.029161273,0.952872064,0.060261679,0.932101888,-0.03113167,0.956266966,background
IRF3,2,2,2,0,2,0,0,0,2,0,0,2,0,CDS,deletion/read-through/3'-3',0,0,5,"SRR6939927.arriba,SRR6939931.arriba",tumor_exclusive,0.514059312,0.209098764,-0.467409089,0.186768144,0.708779163,0.114296818,-0.663745791,0.080263472,translation
KCTD12,2,2,2,0,2,0,0,0,2,0,0,2,0,5'UTR,deletion/read-through,0,0,155.5,"SRR6939935.arriba,SRR6939964.arriba",tumor_exclusive,-0.803297753,0.24086377,-0.598401789,0.183852595,-0.017975681,0.971739663,-0.088413077,0.758321445,abundance
L3MBTL3,2,2,2,0,2,0,0,0,2,0,0,2,0,intron,deletion/read-through/5'-5',0,0,0.5,"SRR6939951.arriba,SRR6939960.arriba",tumor_exclusive,-1.945817747,0.007401877,-0.223945687,0.462590972,-1.845230561,0.023724979,-0.062422356,0.882605812,translation
LGR4,2,2,2,0,0,2,0,0,2,0,0,2,0,intron,"deletion/read-through,translocation",0,0,0.5,"SRR6939947.arriba,SRR6939951.arriba",tumor_exclusive,-0.368291811,0.367481029,0.437079165,0.23406707400000001,-0.784921744,0.011715295,0.803043637,0.003853138,translation
LIPG,2,2,2,0,0,2,0,0,2,0,0,2,0,intron,deletion/read-through/3'-3',1,0,0,"SRR6939927.arriba,SRR6939931.arriba",tumor_exclusive,-1.542979438,0.015448994,-1.095609931,0.012731428,-0.27846335,0.557421994,-0.181521656,0.569895472,abundance
LMBRD2,2,2,2,0,2,0,0,0,2,0,0,2,0,intron,"deletion/read-through,translocation/5'-5'",0,0,2.5,"SRR6939927.arriba,SRR6939943.arriba",tumor_exclusive,0.168180991,0.731225761,1.144619514,0.015856001,-0.501432007,0.303789195,1.032550413,0.014286426,background
LPIN3,2,2,2,0,1,1,0,0,2,0,0,2,0,"5'UTR,intron","deletion/read-through/3'-3',deletion/read-through/5'-5'",0,0,0.5,"SRR6939935.arriba,SRR6939964.arriba",tumor_exclusive,-0.25255448,0.661690249,-1.735175024,0.007023043,0.748792664,0.196889856,-1.543511069,0.006212068,background
LRIG3,2,2,2,0,2,0,0,0,2,0,0,2,0,"CDS,intron",deletion/read-through/3'-3',1,0,6,"SRR6939927.arriba,SRR6939931.arriba",tumor_exclusive,0.21107275,0.588929814,0.265679313,0.505002396,0.009996512,0.974017434,0.010319628,0.96950073,background
LRRC59,2,2,2,0,2,0,0,0,2,0,0,2,0,"CDS,intron",deletion/read-through,0,0,4,"SRR6939927.arriba,SRR6939939.arriba",tumor_exclusive,0.456025197,0.112078293,0.589774321,0.031667849,0.138765485,0.642290128,0.308316225,0.210048525,abundance
MAGOHB,2,2,2,0,2,0,0,0,2,0,0,2,2,intergenic,translocation,0,0,0,"SRR6939947.arriba,SRR6939960.arriba",tumor_exclusive,0.766727439,0.045498572,0.544538692,0.069497273,1.075015294,0.019244555,0.847071466,0.012502224,abundance
MBL2,2,2,2,0,1,1,0,0,2,0,0,2,1,"CDS,intergenic","deletion/read-through,translocation",0,0,0,"SRR6939943.arriba,SRR6939960.arriba",tumor_exclusive,-3.426686889,0.002036247,-2.013968336,0.019458131,-1.47904971,0.0085999720000000009,1.338239802,0.003523635,translation
MCRS1,2,2,2,0,2,0,0,0,2,0,0,2,0,intron,"deletion/read-through/3'-3',deletion/read-through/5'-5'",0,0,0,"SRR6939935.arriba,SRR6939943.arriba",tumor_exclusive,0.849454079,0.076571993,0.36020345,0.173032905,0.400493429,0.381183735,0.131035692,0.617101261,abundance
MED29,2,2,2,0,1,1,0,0,2,0,0,2,0,"3'UTR,intron","deletion/read-through,deletion/read-through/3'-3'",0,0,1.5,"SRR6939927.arriba,SRR6939960.arriba",tumor_exclusive,0.30898396,0.303040023,-0.07977362,0.783474616,0.353614025,0.199697287,-0.271558854,0.270236485,translation
MITD1,2,2,2,0,0,2,0,0,2,0,0,2,0,intron,deletion/read-through,1,0,0,"SRR6939927.arriba,SRR6939956.arriba",tumor_exclusive,0.524458236,0.20932196,0.865590832,0.060083988,0.13790931,0.774163301,0.48797752,0.238238691,abundance
MMAA,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,"deletion/read-through,deletion/read-through/5'-5'",0,0,0,"SRR6939935.arriba,SRR6939947.arriba",tumor_exclusive,-1.469383097,0.005064661,-0.532914611,0.212264477,-1.125584862,0.016541844,0.66019163,0.167059347,translation
MRPL10,2,2,2,0,1,1,0,0,2,0,0,2,0,"CDS,intron",deletion/read-through,1,0,0.5,"SRR6939931.arriba,SRR6939964.arriba",tumor_exclusive,1.198905436,0.017221321,0.813695246,0.041256413,1.716903394,0.011074559,1.470609569,0.004021008,abundance
MRPL27,2,2,2,0,2,0,0,0,2,0,0,2,0,CDS,deletion/read-through,0,0,0,"SRR6939931.arriba,SRR6939956.arriba",tumor_exclusive,0.437628457,0.238165301,0.609509437,0.051923063,0.019603916,0.967799356,0.386681936,0.173056895,abundance
MRPL38,2,2,2,0,1,1,0,0,2,0,0,2,0,"CDS,intron",deletion/read-through,0,0,6.5,"SRR6939935.arriba,SRR6939943.arriba",tumor_exclusive,0.320183457,0.33411175,-0.014731783,0.96434536,0.320196989,0.344740588,-0.015097055,0.96950073,background
MZT2B,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,"deletion/read-through,deletion/read-through/3'-3'",0,0,0.5,"SRR6939927.arriba,SRR6939960.arriba",tumor_exclusive,0.380386867,0.626013234,0.267942671,0.609660637,0.134237917,0.854621799,0.079560816,0.862269594,background
NAA10,2,2,2,0,2,0,0,0,2,0,0,2,1,"exon,intergenic",deletion/read-through,0,0,2.5,"SRR6939935.arriba,SRR6939939.arriba",tumor_exclusive,1.063353064,0.024047545,0.270867862,0.547824738,0.972469551,0.045385329,-0.242380785,0.655582863,translation
NCEH1,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,"deletion/read-through,translocation/3'-3'",0,0,0,"SRR6939935.arriba,SRR6939943.arriba",tumor_exclusive,-0.189800941,0.79582804,0.080654986,0.876468614,-0.276156492,0.570724581,0.195680995,0.551461529,background
NME3,2,2,2,0,1,1,0,0,2,0,0,2,0,CDS,"deletion/read-through,deletion/read-through/3'-3'",1,0,19,"SRR6939927.arriba,SRR6939951.arriba",tumor_exclusive,0.441262625,0.332704157,0.018457481,0.96528607,0.43736349,0.357938935,-0.076245003,0.872849568,background
NUDT21,2,2,2,0,2,0,0,0,2,0,0,2,0,3'UTR,deletion/read-through/5'-5',0,0,2.5,"SRR6939943.arriba,SRR6939947.arriba",tumor_exclusive,0.262752532,0.36993657,1.004429484,0.002466472,0.304298636,0.36537711,1.015734277,0.003885696,buffering
ORC4,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,"deletion/read-through/3'-3',deletion/read-through/5'-5'",1,0,0.5,"SRR6939939.arriba,SRR6939943.arriba",tumor_exclusive,-0.064346782,0.877009859,1.04823093,0.008162858,-0.506535783,0.208672007,1.080512858,0.006885552,background
PAM,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,"deletion/read-through,translocation",0,0,0,"SRR6939927.arriba,SRR6939956.arriba",tumor_exclusive,-0.212392091,0.748552146,-0.393392173,0.456799811,0.134481837,0.775549425,-0.224305058,0.505704523,background
PAQR7,2,2,2,0,2,0,0,0,2,0,0,2,0,"3'UTR,intron","deletion/read-through,translocation",0,0,0,"SRR6939927.arriba,SRR6939956.arriba",tumor_exclusive,-0.257022615,0.672278613,-0.408265378,0.214127557,0.289028212,0.539543863,-0.302392969,0.248460216,background
PDE3B,2,2,2,0,2,0,0,0,2,0,0,2,0,"CDS,intron","deletion/read-through/5'-5',translocation/3'-3'",0,0,7,"SRR6939927.arriba,SRR6939960.arriba",tumor_exclusive,-1.247783676,0.033851231,-0.911143563,0.018020132,-0.192844406,0.728983529,-0.329146555,0.27473269299999997,abundance
PDIA4,2,2,2,0,1,1,0,0,2,0,0,2,0,"3'UTR,intron","deletion/read-through,deletion/read-through/5'-5'",0,0,3.5,"SRR6939951.arriba,SRR6939964.arriba",tumor_exclusive,0.130315026,0.683294717,0.167176856,0.617332951,0.042131941,0.890584645,0.017275146,0.954750698,background
PHB2,2,2,2,0,1,1,0,0,2,0,0,2,0,"CDS,exon","deletion/read-through/3'-3',translocation",0,0,45.5,"SRR6939935.arriba,SRR6939951.arriba",tumor_exclusive,0.195824383,0.573891611,0.537037814,0.086447665,-0.071976947,0.855730027,0.42644954,0.134853656,background
POMP,2,2,2,0,0,2,0,0,2,0,0,2,2,intergenic,deletion/read-through,0,0,0,"SRR6939956.arriba,SRR6939960.arriba",tumor_exclusive,0.074190372,0.866349665,0.63730656,0.067896272,-0.533360677,0.062374049,0.5713936,0.021124784,background
POMT1,2,2,2,0,2,0,0,0,2,0,0,2,0,"CDS,intron",deletion/read-through,1,0,0.5,"SRR6939935.arriba,SRR6939960.arriba",tumor_exclusive,-0.140896821,0.682536887,-0.140150915,0.607252909,-0.031779244,0.930566238,-0.063088277,0.806288202,background
RAB4A,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,"deletion/read-through,deletion/read-through/5'-5'",1,0,0,"SRR6939931.arriba,SRR6939943.arriba",tumor_exclusive,0.383310071,0.335892617,1.110957084,0.008159752,-0.521279677,0.120325643,0.781036988,0.011242838,background
RAB8B,2,2,2,0,2,0,0,0,2,0,0,2,0,intron,deletion/read-through,0,0,2,"SRR6939931.arriba,SRR6939951.arriba",tumor_exclusive,-0.469707628,0.336555818,0.236114896,0.629099156,-0.61680974,0.141388523,0.589754127,0.13064923,translation
RAD50,2,2,2,0,2,0,0,0,2,0,0,2,0,intron,"deletion/read-through,deletion/read-through/5'-5'",0,0,1.5,"SRR6939951.arriba,SRR6939960.arriba",tumor_exclusive,0.078847154,0.797723768,0.731712144,0.023061068,-0.317302876,0.211800453,0.635093889,0.016711571,background
RASA1,2,2,2,0,2,0,0,0,2,0,0,2,0,intron,"deletion/read-through,translocation",0,0,1,"SRR6939931.arriba,SRR6939960.arriba",tumor_exclusive,0.227668407,0.517938085,0.403851043,0.160602604,0.158722023,0.700189188,0.372459155,0.197350687,background
RFNG,2,2,2,0,2,0,0,0,2,0,0,2,0,"CDS,exon","deletion/read-through,deletion/read-through/5'-5'",1,0,0,"SRR6939935.arriba,SRR6939956.arriba",tumor_exclusive,0.058697625,0.907080657,-0.287353592,0.359544407,0.250936301,0.569703903,-0.308619622,0.281175346,background
RNF19B,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,deletion/read-through,1,0,2.5,"SRR6939951.arriba,SRR6939964.arriba",tumor_exclusive,0.185678435,0.637971143,0.057364624,0.858747842,0.178099984,0.67095147,0.042488929,0.898122944,background
RPL27A,2,2,2,0,2,0,0,0,2,0,0,2,0,"CDS,exon","deletion/read-through/3'-3',deletion/read-through/5'-5'",0,0,779,"SRR6939927.arriba,SRR6939935.arriba",tumor_exclusive,0.684697635,0.080607915,0.953046642,0.040587379,0.637114895,0.150406391,0.881869555,0.074615379,abundance
RPL30,2,2,2,0,1,1,0,0,2,0,0,2,0,"CDS,intron",deletion/read-through/5'-5',0,0,1.5,"SRR6939927.arriba,SRR6939951.arriba",tumor_exclusive,0.776729297,0.070537082,1.449617519,0.0069431,0.278539919,0.584967499,0.983644132,0.043795732,abundance
RPP25L,2,2,2,0,0,2,0,0,2,0,0,2,0,"5'UTR,CDS",deletion/read-through,1,0,1,"SRR6939935.arriba,SRR6939939.arriba",tumor_exclusive,-0.243541991,0.487289241,-0.207589425,0.564341065,-0.139224492,0.671249772,-0.010596641,0.977801482,background
RPS6,2,2,2,0,2,0,0,0,2,0,0,2,0,CDS,deletion/read-through,0,0,104,"SRR6939931.arriba,SRR6939943.arriba",tumor_exclusive,0.467664166,0.218431835,1.110587193,0.024810371,0.054117537,0.906448575,0.711419033,0.097475328,abundance
RTKN,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,deletion/read-through/5'-5',1,0,0,"SRR6939927.arriba,SRR6939935.arriba",tumor_exclusive,0.123439572,0.827553043,-0.350299725,0.282160647,0.616153811,0.077135599,-0.418428255,0.076975931,background
SCAF4,2,2,2,0,0,2,0,0,2,0,0,2,0,intron,deletion/read-through,0,0,0,"SRR6939943.arriba,SRR6939956.arriba",tumor_exclusive,-0.26656829,0.425679377,-0.531575816,0.061816183,-0.089847674,0.836905677,-0.462311974,0.096128352,buffering
SDSL,2,2,2,0,1,1,0,0,2,0,0,2,2,intergenic,deletion/read-through,0,0,0,"SRR6939960.arriba,SRR6939964.arriba",tumor_exclusive,-1.082745979,0.073998546,-1.335466018,0.016248919,0.035192134,0.954920169,-0.529512244,0.157475383,abundance
SIRPA,2,2,2,0,2,0,0,0,2,0,0,2,0,intron,deletion/read-through,0,0,0.5,"SRR6939951.arriba,SRR6939956.arriba",tumor_exclusive,-0.143977209,0.830742751,-0.804942307,0.028148992,0.434054005,0.578163879,-0.774206444,0.029485738,buffering
SLC25A37,2,2,2,0,1,1,0,0,2,0,0,2,0,"exon,intron","deletion/read-through,deletion/read-through/3'-3'",0,0,1.5,"SRR6939927.arriba,SRR6939951.arriba",tumor_exclusive,0.058918461,0.923919229,-1.206777681,0.01424628,0.789550354,0.198029059,-1.23498482,0.009501263,buffering
SLC46A3,2,2,2,0,2,0,0,0,2,0,0,2,0,exon,deletion/read-through,0,0,0,"SRR6939956.arriba,SRR6939960.arriba",tumor_exclusive,-2.471506781,0.002599636,-1.675598244,0.015985718,-1.027175988,0.021127961,0.827954477,0.055480208,translation
SMCR8,2,2,2,0,2,0,0,0,2,0,0,2,0,intron,"deletion/read-through/3'-3',translocation/3'-3'",0,0,1,"SRR6939935.arriba,SRR6939956.arriba",tumor_exclusive,0.510442939,0.239242886,0.318393274,0.347280032,0.355937885,0.42845661,0.148325633,0.673642467,background
SREK1IP1,2,2,2,0,1,1,0,0,2,0,0,2,0,"exon,intron","deletion/read-through,deletion/read-through/3'-3'",1,0,0.5,"SRR6939956.arriba,SRR6939960.arriba",tumor_exclusive,0.32223186,0.630170253,0.918741573,0.034682056,0.227222276,0.806961265,0.903820796,0.043751495,buffering
STARD10,2,2,2,0,1,1,0,0,2,0,0,2,0,"CDS/splice-site,intron","deletion,deletion/read-through",0,0,25,"SRR6939931.arriba,SRR6939956.arriba",tumor_exclusive,0.132259085,0.837879631,-0.494084813,0.338361539,0.584358645,0.092509087,-0.614209254,0.040120937,background
SUCLG1,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,"deletion/read-through,deletion/read-through/3'-3'",0,0,0,"SRR6939935.arriba,SRR6939947.arriba",tumor_exclusive,-0.078287972,0.82397153,0.532480706,0.103954698,-0.395751463,0.156000089,0.610631558,0.028469163,background
TAF1B,2,2,2,0,2,0,0,0,2,0,0,2,0,intron,deletion/read-through,0,0,0.5,"SRR6939927.arriba,SRR6939956.arriba",tumor_exclusive,0.413942178,0.177860285,0.842755083,0.027811021,0.064612229,0.855730027,0.392119213,0.195995766,abundance
TGFBR2,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,deletion/read-through,0,0,0.5,"SRR6939927.arriba,SRR6939943.arriba",tumor_exclusive,0.072388575,0.875511214,0.173173964,0.505002396,-0.179361414,0.599712548,0.144534756,0.508666398,background
THBD,2,2,2,0,1,1,0,0,2,0,0,2,1,"CDS,intergenic","deletion/read-through,translocation",1,0,0.5,"SRR6939927.arriba,SRR6939964.arriba",tumor_exclusive,-1.066009346,0.142302825,-2.0267225,0.002027983,1.339085907,0.034646151,-1.297794576,0.003093764,abundance
TIMM23,2,2,2,0,0,2,0,0,2,0,0,2,0,"5'UTR,intron","deletion/read-through,deletion/read-through/3'-3'",0,0,6.5,"SRR6939943.arriba,SRR6939964.arriba",tumor_exclusive,0.127845197,0.795662402,0.742760218,0.050730439,-0.477716338,0.24493773,0.663095772,0.036348806,background
TINAGL1,2,2,2,0,2,0,0,0,2,0,0,2,0,"exon,intron",deletion/read-through/5'-5',0,0,0,"SRR6939927.arriba,SRR6939947.arriba",tumor_exclusive,-0.11018943,0.882047492,-1.160465489,0.019536724,0.850732599,0.220712098,-1.111049744,0.013334385,buffering
TMEM127,2,2,2,0,1,1,0,0,2,0,0,2,0,"3'UTR,CDS","deletion/read-through/5'-5',translocation",0,0,4,"SRR6939931.arriba,SRR6939943.arriba",tumor_exclusive,0.388706836,0.294431152,-0.115097388,0.694524499,0.451568569,0.216410129,-0.228729158,0.38771527,translation
TMEM62,2,2,2,0,2,0,0,0,2,0,0,2,0,"CDS,intron","deletion/read-through,deletion/read-through/5'-5'",1,0,129,"SRR6939935.arriba,SRR6939943.arriba",tumor_exclusive,0.088781435,0.836762301,0.479651248,0.152769398,-0.02034639,0.971075321,0.461085552,0.163136551,buffering
TMEM97,2,2,2,0,1,1,0,0,2,0,0,2,0,"3'UTR,5'UTR","deletion/read-through,deletion/read-through/5'-5'",1,0,8,"SRR6939931.arriba,SRR6939951.arriba",tumor_exclusive,0.325691806,0.576750075,1.178673985,0.042023468,-0.568643428,0.162791281,0.869134767,0.023337977,background
TRIB3,2,2,2,0,2,0,0,0,2,0,0,2,0,intron,deletion/read-through/5'-5',1,0,0.5,"SRR6939943.arriba,SRR6939951.arriba",tumor_exclusive,0.208968494,0.750263229,0.112938867,0.828847416,0.111101798,0.838844044,-0.022029874,0.959256255,background
U2AF2,2,2,2,0,2,0,0,0,2,0,0,2,0,"CDS,intron",translocation,0,0,6,"SRR6939951.arriba,SRR6939964.arriba",tumor_exclusive,0.358085389,0.207561993,-0.10300898,0.748927921,0.4032656,0.122363638,-0.470827252,0.088603133,translation
UBL7,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,"deletion/read-through,deletion/read-through/3'-3'",0,0,0,"SRR6939956.arriba,SRR6939960.arriba",tumor_exclusive,-0.041392847,0.921704562,0.26755733,0.397230124,-0.17492358,0.642851896,0.285941778,0.322700284,background
USP24,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,"deletion/read-through,translocation/3'-3'",0,0,1,"SRR6939927.arriba,SRR6939947.arriba",tumor_exclusive,-0.624698516,0.062613468,0.125527942,0.6153493,-0.780435014,0.016675504,0.449399921,0.048822368,translation
VCAM1,2,2,2,0,1,1,0,0,2,0,0,2,2,intergenic,"deletion/read-through,translocation",1,0,0,"SRR6939956.arriba,SRR6939964.arriba",tumor_exclusive,-1.491108216,0.033188221,-1.035113641,0.040692968,-0.341400368,0.419924616,0.019230134,0.96112718,abundance
ZNF17,2,2,2,0,1,1,0,0,2,0,0,2,0,intron,deletion/read-through,1,0,18,"SRR6939935.arriba,SRR6939964.arriba",tumor_exclusive,-0.678602937,0.308852461,0.726360592,0.073777483,-0.827142828,0.320671908,0.777746694,0.074495749,buffering
ZNF622,2,2,2,0,1,1,0,0,2,0,0,2,0,"CDS,intron",deletion/read-through,0,0,0.5,"SRR6939935.arriba,SRR6939956.arriba",tumor_exclusive,0.240588793,0.539003882,0.239524209,0.455620265,0.207016229,0.626615053,0.211598048,0.509695038,background
RMDN2,1,13,1,0,11,2,0,0,13,0,0,13,0,intron,"inversion,translocation,translocation/3'-3'",0,0,0,SRR6939935.arriba,tumor_exclusive,-1.311188314,0.00572584,-0.184579746,0.670470858,-1.179429065,0.0085999720000000009,1.21545108,0.003344979,translation
ZNF746,1,8,1,0,5,3,0,0,8,0,0,8,8,intergenic,translocation,0,0,3,SRR6939964.arriba,tumor_exclusive,0.544885479,0.212396124,-0.079382547,0.821403726,0.618732892,0.100600098,-0.369839323,0.181339393,translation
CASP6,1,7,1,0,7,0,0,0,7,0,0,7,0,"CDS/splice-site,intron","deletion/5'-5',translocation,translocation/5'-5'",0,0,8,SRR6939939.arriba,tumor_exclusive,-0.682268042,0.127289543,-0.195662428,0.582852832,-0.612982862,0.188788876,-0.030979787,0.944951017,translation
CCNDBP1,1,7,1,0,0,7,0,0,7,0,0,7,0,exon,"translocation,translocation/3'-3'",0,0,6,SRR6939947.arriba,tumor_exclusive,-0.130494066,0.702001176,0.230048796,0.376831574,-0.298266822,0.316372055,0.294706374,0.206815689,background
MOAP1,1,7,1,0,1,6,0,0,7,0,0,7,0,5'UTR,translocation,0,0,9,SRR6939927.arriba,tumor_exclusive,-0.48730468,0.214670908,-0.100594911,0.740011107,-0.427575902,0.267326808,0.045455254,0.88823737,background
SOCS6,1,7,1,0,1,6,0,0,7,0,0,7,0,intron,"translocation,translocation/3'-3'",0,0,7,SRR6939927.arriba,tumor_exclusive,-1.007608928,0.013601453,0.188103789,0.523186627,-1.109757711,0.01489113,0.560554427,0.079213777,translation
